Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,timeofday,day_name,month_name,city
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.06499863,820.365,00:00.0,51:00.0,Cash,781.3,4.761904716,39.065,4.400000095,Evening,Sunday,February,Naypyitaw
227-50-3718,A,Normal,Male,Health and beauty,14.62,5,3.654999971,76.755,00:00.0,23:00.0,Cash,73.1,4.761904716,3.655,4.400000095,Afternoon,Monday,March,Yangon
227-78-1148,B,Normal,Female,Fashion accessories,72.84,7,25.49399948,535.374,00:00.0,44:00.0,Cash,509.88,4.761904716,25.494,8.399999619,Afternoon,Friday,February,Mandalay
228-96-1411,C,Member,Female,Food and beverages,98.7,8,39.47999954,829.08,00:00.0,39:00.0,Cash,789.6,4.761904716,39.48,7.599999905,Evening,Monday,March,Naypyitaw
232-11-3025,A,Normal,Male,Sports and travel,78.77,10,39.38499832,827.085,00:00.0,04:00.0,Cash,787.7,4.761904716,39.385,6.400000095,Morning,Thursday,January,Yangon
232-16-2483,C,Member,Female,Sports and travel,68.12,1,3.405999899,71.526,00:00.0,28:00.0,Ewallet,68.12,4.761904716,3.406,6.800000191,Afternoon,Monday,January,Naypyitaw
233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.941999912,103.782,00:00.0,21:00.0,Cash,98.84,4.761904716,4.942,8.399999619,Morning,Friday,February,Naypyitaw
233-67-5758,C,Normal,Male,Health and beauty,40.35,1,2.017499924,42.3675,00:00.0,46:00.0,Ewallet,40.35,4.761904716,2.0175,6.199999809,Afternoon,Tuesday,January,Naypyitaw
234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.52500153,767.025,00:00.0,25:00.0,Credit card,730.5,4.761904716,36.525,8.699999809,Afternoon,Sunday,March,Mandalay
234-36-2483,B,Normal,Male,Health and beauty,57.59,6,17.27700043,362.817,00:00.0,51:00.0,Cash,345.54,4.761904716,17.277,5.099999905,Afternoon,Friday,February,Mandalay
234-65-2137,C,Normal,Male,Home and lifestyle,95.58,10,47.79000092,1003.59,00:00.0,32:00.0,Cash,955.8,4.761904716,47.79,4.800000191,Afternoon,Wednesday,January,Naypyitaw
235-06-8510,C,Member,Male,Home and lifestyle,85.72,3,12.8579998,270.018,00:00.0,59:00.0,Ewallet,257.16,4.761904716,12.858,5.099999905,Evening,Thursday,January,Naypyitaw
235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.82999992,290.43,00:00.0,26:00.0,Credit card,276.6,4.761904716,13.83,8.899999619,Morning,Thursday,February,Naypyitaw
236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.33949995,154.1295,00:00.0,31:00.0,Ewallet,146.79,4.761904716,7.3395,8.399999619,Morning,Tuesday,March,Naypyitaw
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699000001,14.679,00:00.0,38:00.0,Ewallet,13.98,4.761904716,0.699,9.800000191,Afternoon,Monday,February,Naypyitaw
237-01-6122,C,Member,Female,Home and lifestyle,80.79,9,36.35549927,763.4655,00:00.0,31:00.0,Credit card,727.11,4.761904716,36.3555,9.5,Evening,Friday,February,Naypyitaw
237-44-6163,A,Normal,Male,Electronic accessories,10.56,8,4.223999977,88.704,00:00.0,43:00.0,Cash,84.48,4.761904716,4.224,7.599999905,Afternoon,Thursday,January,Yangon
238-45-6950,B,Member,Male,Food and beverages,53.72,1,2.686000109,56.406,00:00.0,03:00.0,Ewallet,53.72,4.761904716,2.686,6.400000095,Evening,Friday,March,Mandalay
238-49-0436,A,Normal,Male,Health and beauty,32.46,8,12.98400021,272.664,00:00.0,48:00.0,Credit card,259.68,4.761904716,12.984,4.900000095,Afternoon,Wednesday,March,Yangon
239-10-7476,A,Normal,Female,Home and lifestyle,77.95,6,23.38500023,491.085,00:00.0,37:00.0,Ewallet,467.7,4.761904716,23.385,8,Afternoon,Monday,January,Yangon
239-36-3640,B,Normal,Male,Electronic accessories,45.35,6,13.60499954,285.705,00:00.0,44:00.0,Ewallet,272.1,4.761904716,13.605,6.099999905,Afternoon,Thursday,January,Mandalay
239-48-4278,A,Member,Male,Food and beverages,10.13,7,3.54550004,74.4555,00:00.0,35:00.0,Ewallet,70.91,4.761904716,3.5455,8.300000191,Evening,Sunday,March,Yangon
241-11-2261,B,Normal,Female,Fashion accessories,79.86,7,27.95100021,586.971,00:00.0,33:00.0,Credit card,559.02,4.761904716,27.951,5.5,Morning,Thursday,January,Mandalay
241-72-9525,B,Normal,Male,Sports and travel,51.91,10,25.95499992,545.055,00:00.0,21:00.0,Cash,519.1,4.761904716,25.955,8.199999809,Afternoon,Saturday,February,Mandalay
241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,4.909999847,103.11,00:00.0,58:00.0,Credit card,98.2,4.761904716,4.91,6.400000095,Afternoon,Tuesday,January,Mandalay
242-11-3142,B,Member,Male,Fashion accessories,83.77,2,8.376999855,175.917,00:00.0,57:00.0,Cash,167.54,4.761904716,8.377,4.599999905,Evening,Sunday,February,Mandalay
242-55-6721,B,Normal,Male,Home and lifestyle,16.16,2,1.616000056,33.936,00:00.0,49:00.0,Ewallet,32.32,4.761904716,1.616,6.5,Morning,Thursday,March,Mandalay
243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631000042,118.251,00:00.0,43:00.0,Credit card,112.62,4.761904716,5.631,5.5,Afternoon,Monday,January,Naypyitaw
243-55-8457,A,Normal,Female,Food and beverages,74.44,10,37.22000122,781.62,00:00.0,40:00.0,Ewallet,744.4,4.761904716,37.22,5.099999905,Morning,Wednesday,February,Yangon
244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.10499954,359.205,00:00.0,00:00.0,Cash,342.1,4.761904716,17.105,5.099999905,Afternoon,Wednesday,January,Mandalay
246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.39999962,344.4,00:00.0,12:00.0,Cash,328,4.761904716,16.4,6.199999809,Afternoon,Friday,February,Naypyitaw
246-55-6923,C,Member,Female,Home and lifestyle,35.79,9,16.10549927,338.2155,00:00.0,06:00.0,Credit card,322.11,4.761904716,16.1055,5.099999905,Afternoon,Sunday,March,Naypyitaw
247-11-2470,A,Member,Female,Fashion accessories,22.32,4,4.464000225,93.744,00:00.0,23:00.0,Credit card,89.28,4.761904716,4.464,4.400000095,Afternoon,Friday,March,Yangon
249-42-3782,A,Normal,Male,Health and beauty,70.01,5,17.50250053,367.5525,00:00.0,36:00.0,Ewallet,350.05,4.761904716,17.5025,5.5,Morning,Thursday,January,Yangon
250-17-5703,A,Member,Male,Food and beverages,18.85,10,9.425000191,197.925,00:00.0,24:00.0,Ewallet,188.5,4.761904716,9.425,5.599999905,Evening,Wednesday,February,Yangon
250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,4.984499931,104.6745,00:00.0,23:00.0,Credit card,99.69,4.761904716,4.9845,8,Morning,Wednesday,February,Naypyitaw
252-56-2699,A,Normal,Male,Food and beverages,43.19,10,21.59499931,453.495,00:00.0,48:00.0,Ewallet,431.9,4.761904716,21.595,8.199999809,Afternoon,Thursday,February,Yangon
253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.43999863,723.24,00:00.0,43:00.0,Credit card,688.8,4.761904716,34.44,8.699999809,Afternoon,Tuesday,March,Yangon
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675000191,203.175,00:00.0,46:00.0,Credit card,193.5,4.761904716,9.675,7.800000191,Afternoon,Wednesday,March,Yangon
256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.30599976,237.426,00:00.0,48:00.0,Ewallet,226.12,4.761904716,11.306,5.5,Evening,Monday,March,Yangon
256-58-3609,C,Member,Male,Fashion accessories,91.98,1,4.598999977,96.579,00:00.0,29:00.0,Cash,91.98,4.761904716,4.599,9.800000191,Afternoon,Monday,March,Naypyitaw
257-60-7754,A,Normal,Female,Electronic accessories,50.23,4,10.04599953,210.966,00:00.0,12:00.0,Cash,200.92,4.761904716,10.046,9,Afternoon,Tuesday,January,Yangon
257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.58600044,348.306,00:00.0,51:00.0,Ewallet,331.72,4.761904716,16.586,9.600000381,Afternoon,Sunday,January,Naypyitaw
258-69-7810,C,Normal,Female,Fashion accessories,36.85,5,9.212499619,193.4625,00:00.0,53:00.0,Cash,184.25,4.761904716,9.2125,9.199999809,Evening,Saturday,January,Naypyitaw
258-92-7466,A,Normal,Female,Health and beauty,35.68,5,8.920000076,187.32,00:00.0,33:00.0,Credit card,178.4,4.761904716,8.92,6.599999905,Evening,Wednesday,February,Yangon
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096000195,128.016,00:00.0,39:00.0,Credit card,121.92,4.761904716,6.096,4.900000095,Evening,Friday,January,Mandalay
262-47-2794,B,Member,Male,Home and lifestyle,71.86,8,28.74399948,603.624,00:00.0,07:00.0,Credit card,574.88,4.761904716,28.744,6.199999809,Afternoon,Wednesday,March,Mandalay
263-10-3913,C,Member,Male,Fashion accessories,49.04,9,22.06800079,463.428,00:00.0,20:00.0,Credit card,441.36,4.761904716,22.068,8.600000381,Afternoon,Wednesday,January,Naypyitaw
263-12-5321,A,Member,Male,Electronic accessories,92.6,7,32.40999985,680.61,00:00.0,52:00.0,Credit card,648.2,4.761904716,32.41,9.300000191,Afternoon,Wednesday,February,Yangon
263-87-5680,C,Member,Female,Home and lifestyle,28.53,10,14.26500034,299.565,00:00.0,38:00.0,Ewallet,285.3,4.761904716,14.265,7.800000191,Afternoon,Monday,March,Naypyitaw
266-20-6657,C,Member,Male,Food and beverages,55.04,7,19.26399994,404.544,00:00.0,39:00.0,Ewallet,385.28,4.761904716,19.264,5.199999809,Evening,Tuesday,March,Naypyitaw
266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.789999962,121.59,00:00.0,57:00.0,Ewallet,115.8,4.761904716,5.79,7.5,Afternoon,Thursday,March,Naypyitaw
267-62-7380,C,Member,Male,Electronic accessories,82.34,10,41.16999817,864.57,00:00.0,12:00.0,Ewallet,823.4,4.761904716,41.17,4.300000191,Evening,Friday,March,Naypyitaw
268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.805500031,100.9155,00:00.0,28:00.0,Ewallet,96.11,4.761904716,4.8055,7.800000191,Afternoon,Friday,January,Mandalay
268-20-3585,C,Normal,Female,Health and beauty,13.85,9,6.232500076,130.8825,00:00.0,50:00.0,Ewallet,124.65,4.761904716,6.2325,6,Afternoon,Monday,February,Naypyitaw
268-27-6179,B,Member,Female,Fashion accessories,56.47,8,22.58799934,474.348,00:00.0,57:00.0,Ewallet,451.76,4.761904716,22.588,7.300000191,Afternoon,Saturday,March,Mandalay
269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.76399994,310.044,00:00.0,31:00.0,Cash,295.28,4.761904716,14.764,6.699999809,Evening,Thursday,February,Mandalay
269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.60950089,390.7995,00:00.0,01:00.0,Cash,372.19,4.761904716,18.6095,8.899999619,Evening,Monday,January,Yangon
271-77-8740,C,Member,Female,Sports and travel,29.22,6,8.765999794,184.086,00:00.0,40:00.0,Ewallet,175.32,4.761904716,8.766,5,Morning,Tuesday,January,Naypyitaw
271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.60499954,1020.705,00:00.0,00:00.0,Credit card,972.1,4.761904716,48.605,8.699999809,Afternoon,Friday,February,Naypyitaw
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248000145,173.208,00:00.0,23:00.0,Cash,164.96,4.761904716,8.248,7.099999905,Afternoon,Tuesday,February,Naypyitaw
272-65-1806,A,Normal,Female,Electronic accessories,60.88,9,27.39599991,575.316,00:00.0,17:00.0,Ewallet,547.92,4.761904716,27.396,4.699999809,Afternoon,Tuesday,January,Yangon
273-16-6619,B,Normal,Male,Home and lifestyle,33.2,2,3.319999933,69.72,00:00.0,20:00.0,Credit card,66.4,4.761904716,3.32,4.400000095,Afternoon,Friday,March,Mandalay
273-84-2164,C,Member,Male,Electronic accessories,12.05,5,3.012500048,63.2625,00:00.0,53:00.0,Ewallet,60.25,4.761904716,3.0125,5.5,Afternoon,Saturday,February,Naypyitaw
274-05-5470,A,Member,Female,Food and beverages,73.47,4,14.69400024,308.574,00:00.0,30:00.0,Cash,293.88,4.761904716,14.694,6,Evening,Saturday,February,Yangon
275-28-0149,A,Normal,Male,Sports and travel,63.69,1,3.184499979,66.8745,00:00.0,21:00.0,Cash,63.69,4.761904716,3.1845,6,Afternoon,Monday,February,Yangon
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.54800034,410.508,00:00.0,53:00.0,Ewallet,390.96,4.761904716,19.548,6.400000095,Evening,Tuesday,March,Mandalay
276-75-6884,A,Normal,Female,Health and beauty,68.71,3,10.30650043,216.4365,00:00.0,05:00.0,Cash,206.13,4.761904716,10.3065,8.699999809,Morning,Monday,March,Yangon
277-35-5865,C,Member,Female,Food and beverages,98.97,9,44.53649902,935.2665,00:00.0,23:00.0,Cash,890.73,4.761904716,44.5365,6.699999809,Morning,Saturday,March,Naypyitaw
277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.698499918,77.6685,00:00.0,53:00.0,Credit card,73.97,4.761904716,3.6985,5.400000095,Afternoon,Sunday,February,Mandalay
278-86-2735,A,Normal,Female,Food and beverages,52.34,3,7.850999832,164.871,00:00.0,03:00.0,Cash,157.02,4.761904716,7.851,9.199999809,Afternoon,Wednesday,March,Yangon
278-97-7759,A,Member,Female,Electronic accessories,62.48,1,3.124000072,65.604,00:00.0,29:00.0,Cash,62.48,4.761904716,3.124,4.699999809,Evening,Monday,February,Yangon
279-62-1445,C,Member,Female,Fashion accessories,12.54,1,0.626999974,13.167,00:00.0,38:00.0,Cash,12.54,4.761904716,0.627,8.199999809,Afternoon,Thursday,February,Naypyitaw
279-74-2924,B,Member,Male,Electronic accessories,72.17,1,3.608500004,75.7785,00:00.0,40:00.0,Cash,72.17,4.761904716,3.6085,6.099999905,Evening,Friday,January,Mandalay
280-17-4359,C,Member,Male,Health and beauty,90.5,10,45.25,950.25,00:00.0,48:00.0,Cash,905,4.761904716,45.25,8.100000381,Afternoon,Friday,January,Naypyitaw
280-35-5823,B,Member,Female,Home and lifestyle,86.72,1,4.335999966,91.056,00:00.0,45:00.0,Ewallet,86.72,4.761904716,4.336,7.900000095,Evening,Thursday,January,Mandalay
282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331000328,195.951,00:00.0,53:00.0,Cash,186.62,4.761904716,9.331,6.300000191,Afternoon,Monday,March,Mandalay
283-26-5248,C,Member,Female,Food and beverages,98.52,10,49.25999832,1034.46,00:00.0,23:00.0,Ewallet,985.2,4.761904716,49.26,4.5,Evening,Wednesday,January,Naypyitaw
283-79-9594,B,Normal,Female,Food and beverages,48.51,7,16.97850037,356.5485,00:00.0,30:00.0,Credit card,339.57,4.761904716,16.9785,5.199999809,Afternoon,Friday,January,Mandalay
284-34-9626,B,Normal,Female,Home and lifestyle,77.04,3,11.55599976,242.676,00:00.0,39:00.0,Credit card,231.12,4.761904716,11.556,7.199999809,Morning,Monday,February,Mandalay
284-54-4231,C,Member,Male,Sports and travel,80.93,1,4.046500206,84.9765,00:00.0,08:00.0,Credit card,80.93,4.761904716,4.0465,9,Afternoon,Saturday,January,Naypyitaw
285-68-5083,C,Member,Female,Sports and travel,24.74,3,3.710999966,77.931,00:00.0,47:00.0,Credit card,74.22,4.761904716,3.711,10,Afternoon,Friday,February,Naypyitaw
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.08049965,295.6905,00:00.0,22:00.0,Cash,281.61,4.761904716,14.0805,9.600000381,Afternoon,Saturday,March,Yangon
286-43-6208,C,Normal,Female,Food and beverages,87.8,9,39.50999832,829.71,00:00.0,08:00.0,Cash,790.2,4.761904716,39.51,9.199999809,Evening,Saturday,March,Naypyitaw
286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842000008,164.682,00:00.0,03:00.0,Credit card,156.84,4.761904716,7.842,9,Evening,Wednesday,January,Mandalay
286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.907999992,145.068,00:00.0,48:00.0,Credit card,138.16,4.761904716,6.908,6.900000095,Evening,Thursday,January,Mandalay
287-21-9091,A,Normal,Male,Home and lifestyle,74.67,9,33.60150146,705.6315,00:00.0,55:00.0,Ewallet,672.03,4.761904716,33.6015,9.399999619,Morning,Tuesday,January,Yangon
287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629000187,160.209,00:00.0,01:00.0,Ewallet,152.58,4.761904716,7.629,7,Evening,Tuesday,February,Yangon
288-38-3758,C,Member,Female,Fashion accessories,84.87,3,12.73050022,267.3405,00:00.0,30:00.0,Ewallet,254.61,4.761904716,12.7305,7.400000095,Evening,Friday,January,Naypyitaw
288-62-1085,A,Member,Male,Fashion accessories,38.54,5,9.635000229,202.335,00:00.0,34:00.0,Ewallet,192.7,4.761904716,9.635,5.599999905,Afternoon,Wednesday,January,Yangon
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.4659996,345.786,00:00.0,37:00.0,Credit card,329.32,4.761904716,16.466,7.5,Morning,Friday,January,Yangon
289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137000084,170.877,00:00.0,28:00.0,Cash,162.74,4.761904716,8.137,6.5,Evening,Saturday,January,Mandalay
290-68-2984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,00:00.0,22:00.0,Cash,95,4.761904716,4.75,5.199999809,Morning,Saturday,March,Yangon
291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.32250023,321.7725,00:00.0,28:00.0,Cash,306.45,4.761904716,15.3225,7,Afternoon,Friday,March,Mandalay
291-32-1427,B,Member,Male,Fashion accessories,21.94,5,5.485000134,115.185,00:00.0,29:00.0,Ewallet,109.7,4.761904716,5.485,5.300000191,Afternoon,Tuesday,March,Mandalay
291-55-6563,A,Member,Female,Home and lifestyle,34.42,6,10.32600021,216.846,00:00.0,45:00.0,Ewallet,206.52,4.761904716,10.326,7.5,Afternoon,Saturday,March,Yangon
291-59-1384,B,Normal,Male,Electronic accessories,60.3,1,3.015000105,63.315,00:00.0,38:00.0,Cash,60.3,4.761904716,3.015,6,Afternoon,Thursday,February,Mandalay
296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.353500009,28.4235,00:00.0,07:00.0,Credit card,27.07,4.761904716,1.3535,5.300000191,Evening,Saturday,January,Mandalay
299-29-0180,B,Member,Female,Home and lifestyle,52.18,7,18.26300049,383.523,00:00.0,54:00.0,Cash,365.26,4.761904716,18.263,9.300000191,Morning,Saturday,March,Mandalay
299-46-1805,B,Member,Female,Sports and travel,93.72,6,28.11599922,590.436,00:00.0,19:00.0,Cash,562.32,4.761904716,28.116,4.5,Afternoon,Tuesday,January,Mandalay
300-71-4605,C,Member,Male,Electronic accessories,86.04,5,21.51000023,451.71,00:00.0,24:00.0,Ewallet,430.2,4.761904716,21.51,4.800000191,Morning,Monday,February,Naypyitaw
301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.684999943,140.385,00:00.0,43:00.0,Cash,133.7,4.761904716,6.685,9.699999809,Morning,Tuesday,January,Yangon
301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.16800022,213.528,00:00.0,42:00.0,Credit card,203.36,4.761904716,10.168,6.699999809,Evening,Tuesday,March,Mandalay
302-15-2162,C,Member,Male,Health and beauty,46.53,6,13.95899963,293.139,00:00.0,54:00.0,Credit card,279.18,4.761904716,13.959,4.300000191,Morning,Sunday,March,Naypyitaw
303-96-2227,B,Normal,Female,Home and lifestyle,97.38,10,48.68999863,1022.49,00:00.0,16:00.0,Ewallet,973.8,4.761904716,48.69,4.400000095,Afternoon,Saturday,March,Mandalay
305-03-2383,A,Normal,Female,Food and beverages,67.1,3,10.06499958,211.365,00:00.0,36:00.0,Cash,201.3,4.761904716,10.065,7.5,Morning,Friday,February,Yangon
305-14-0245,B,Member,Female,Home and lifestyle,94.49,8,37.79600143,793.716,00:00.0,00:00.0,Ewallet,755.92,4.761904716,37.796,7.5,Evening,Sunday,March,Mandalay
305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19000053,633.99,00:00.0,19:00.0,Cash,603.8,4.761904716,30.19,6,Afternoon,Tuesday,February,Mandalay
305-89-2768,B,Member,Female,Home and lifestyle,21.9,3,3.285000086,68.985,00:00.0,43:00.0,Ewallet,65.7,4.761904716,3.285,4.699999809,Evening,Wednesday,January,Mandalay
307-04-2070,A,Member,Female,Fashion accessories,30.62,1,1.531000018,32.151,00:00.0,14:00.0,Credit card,30.62,4.761904716,1.531,4.099999905,Afternoon,Tuesday,February,Yangon
307-83-9164,A,Member,Male,Home and lifestyle,60.01,4,12.00199986,252.042,00:00.0,54:00.0,Cash,240.04,4.761904716,12.002,4.5,Afternoon,Friday,January,Yangon
307-85-2293,B,Normal,Male,Home and lifestyle,50.28,5,12.56999969,263.97,00:00.0,58:00.0,Ewallet,251.4,4.761904716,12.57,9.699999809,Afternoon,Thursday,March,Mandalay
308-39-1707,A,Normal,Female,Fashion accessories,12.09,1,0.604499996,12.6945,00:00.0,19:00.0,Credit card,12.09,4.761904716,0.6045,8.199999809,Evening,Saturday,January,Yangon
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.12999916,548.73,00:00.0,45:00.0,Credit card,522.6,4.761904716,26.13,6.199999809,Afternoon,Saturday,March,Yangon
308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.60999966,306.81,00:00.0,16:00.0,Credit card,292.2,4.761904716,14.61,4.900000095,Afternoon,Monday,February,Yangon
311-13-6971,B,Member,Male,Sports and travel,31.99,10,15.99499989,335.895,00:00.0,18:00.0,Credit card,319.9,4.761904716,15.995,9.899999619,Afternoon,Wednesday,February,Mandalay
313-66-9943,B,Member,Female,Food and beverages,29.15,3,4.372499943,91.8225,00:00.0,29:00.0,Credit card,87.45,4.761904716,4.3725,7.300000191,Evening,Wednesday,March,Mandalay
314-23-4520,C,Member,Male,Health and beauty,81.23,7,28.43050003,597.0405,00:00.0,44:00.0,Cash,568.61,4.761904716,28.4305,9,Evening,Tuesday,January,Naypyitaw
315-22-5665,C,Normal,Female,Home and lifestyle,73.56,10,36.77999878,772.38,00:00.0,38:00.0,Ewallet,735.6,4.761904716,36.78,8,Morning,Sunday,February,Naypyitaw
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.56750011,284.9175,00:00.0,16:00.0,Ewallet,271.35,4.761904716,13.5675,4.599999905,Afternoon,Wednesday,March,Yangon
316-55-4634,B,Member,Male,Food and beverages,80.05,5,20.01250076,420.2625,00:00.0,45:00.0,Credit card,400.25,4.761904716,20.0125,9.399999619,Afternoon,Saturday,January,Mandalay
316-66-3011,A,Member,Female,Food and beverages,47.63,9,21.43350029,450.1035,00:00.0,35:00.0,Cash,428.67,4.761904716,21.4335,5,Afternoon,Wednesday,January,Yangon
316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.635999918,76.356,00:00.0,00:00.0,Cash,72.72,4.761904716,3.636,7.099999905,Morning,Monday,January,Yangon
318-12-0304,A,Normal,Male,Fashion accessories,30.61,1,1.530500054,32.1405,00:00.0,20:00.0,Ewallet,30.61,4.761904716,1.5305,5.199999809,Afternoon,Wednesday,January,Yangon
318-68-5053,B,Normal,Female,Health and beauty,76.99,6,23.09700012,485.037,00:00.0,55:00.0,Cash,461.94,4.761904716,23.097,6.099999905,Afternoon,Wednesday,February,Mandalay
318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2.309999943,48.51,00:00.0,16:00.0,Cash,46.2,4.761904716,2.31,6.300000191,Afternoon,Tuesday,March,Naypyitaw
319-50-3348,B,Normal,Female,Home and lifestyle,40.3,2,4.03000021,84.63,00:00.0,30:00.0,Ewallet,80.6,4.761904716,4.03,4.400000095,Afternoon,Monday,March,Mandalay
319-74-2561,A,Member,Female,Electronic accessories,94.64,3,14.1960001,298.116,00:00.0,55:00.0,Cash,283.92,4.761904716,14.196,5.5,Afternoon,Thursday,February,Yangon
320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131000042,23.751,00:00.0,58:00.0,Cash,22.62,4.761904716,1.131,6.400000095,Evening,Sunday,March,Naypyitaw
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.511999965,31.752,00:00.0,44:00.0,Cash,30.24,4.761904716,1.512,8.399999619,Afternoon,Monday,March,Naypyitaw
320-85-2052,B,Normal,Female,Sports and travel,34.81,1,1.740499973,36.5505,00:00.0,11:00.0,Credit card,34.81,4.761904716,1.7405,7,Morning,Monday,January,Mandalay
321-49-7382,B,Member,Male,Sports and travel,88.31,1,4.415500164,92.7255,00:00.0,38:00.0,Credit card,88.31,4.761904716,4.4155,5.199999809,Afternoon,Friday,February,Mandalay
322-02-2271,B,Normal,Female,Sports and travel,42.97,3,6.445499897,135.3555,00:00.0,46:00.0,Cash,128.91,4.761904716,6.4455,9.300000191,Morning,Sunday,February,Mandalay
324-41-6833,C,Member,Female,Electronic accessories,30.2,8,12.07999992,253.68,00:00.0,30:00.0,Ewallet,241.6,4.761904716,12.08,5.099999905,Evening,Sunday,March,Naypyitaw
324-92-3863,A,Member,Male,Electronic accessories,20.89,2,2.088999987,43.869,00:00.0,45:00.0,Cash,41.78,4.761904716,2.089,9.800000191,Evening,Tuesday,February,Yangon
325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.32500076,951.825,00:00.0,53:00.0,Ewallet,906.5,4.761904716,45.325,7.300000191,Morning,Friday,March,Yangon
325-89-4209,A,Member,Male,Food and beverages,87.9,1,4.394999981,92.295,00:00.0,42:00.0,Ewallet,87.9,4.761904716,4.395,6.699999809,Evening,Tuesday,February,Yangon
325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.28499985,488.985,00:00.0,58:00.0,Cash,465.7,4.761904716,23.285,7.599999905,Afternoon,Sunday,January,Naypyitaw
326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.78999996,310.59,00:00.0,02:00.0,Cash,295.8,4.761904716,14.79,6.099999905,Morning,Sunday,February,Naypyitaw
326-78-5178,C,Member,Male,Food and beverages,91.4,7,31.98999977,671.79,00:00.0,19:00.0,Cash,639.8,4.761904716,31.99,9.5,Morning,Sunday,February,Naypyitaw
327-40-9673,B,Member,Male,Sports and travel,72.6,6,21.78000069,457.38,00:00.0,51:00.0,Cash,435.6,4.761904716,21.78,6.900000095,Evening,Sunday,January,Mandalay
329-62-1586,A,Normal,Male,Food and beverages,54.67,3,8.200499535,172.2105,00:00.0,00:00.0,Credit card,164.01,4.761904716,8.2005,8.600000381,Evening,Monday,January,Yangon
333-23-2632,A,Member,Male,Health and beauty,10.08,7,3.528000116,74.088,00:00.0,14:00.0,Cash,70.56,4.761904716,3.528,4.199999809,Evening,Thursday,March,Yangon
333-73-7901,C,Normal,Female,Health and beauty,54.92,8,21.96800041,461.328,00:00.0,24:00.0,Ewallet,439.36,4.761904716,21.968,7.599999905,Afternoon,Saturday,March,Naypyitaw
334-64-2006,A,Member,Female,Home and lifestyle,70.32,2,7.032000065,147.672,00:00.0,22:00.0,Ewallet,140.64,4.761904716,7.032,9.600000381,Afternoon,Sunday,March,Yangon
336-78-2147,C,Member,Male,Home and lifestyle,63.91,8,25.56399918,536.844,00:00.0,52:00.0,Credit card,511.28,4.761904716,25.564,4.599999905,Evening,Wednesday,March,Naypyitaw
338-65-2210,C,Member,Female,Health and beauty,68.6,10,34.29999924,720.3,00:00.0,57:00.0,Cash,686,4.761904716,34.3,9.100000381,Evening,Tuesday,February,Naypyitaw
